ID,nextID,name,speaker,Textbox_type,Text_KR,Text_EN,Text_JP,Stage
100001,100002,에스트,10101,0,…,...,...,Tutorial_cg1
100002,0,에스트,10101,0,낯선 천장…,A strange ceiling...,見慣れない天井…,Tutorial_cg1
100003,100004,시드,10201,0,안녕.,Hi there.,こんにちは。,Tutorial_cg1
100004,100005,에스트,10101,0,"아니, 얼굴이네.","Wait, it's a face.",いや、顔か。,Tutorial_cg1
100005,0,에스트,10101,0,…우와.,...Wow.,…うわぁ…。,Tutorial_cg1
100006,100007,시드,10201,0,…,...,...,Tutorial_cg1
100007,100008,에스트,10101,0,안… 녕?,He...llo?,…こんにちは？,Tutorial_cg1
100008,100009,시드,10201,0,별로 놀라지 않네?,You're not that surprised?,あんまり驚かないんだね？,Tutorial_cg1
100009,100010,에스트,10101,0,뭔가 외계인이 있지 않을까라고 생각을 하며 살긴 했었거든.,I’ve always assumed aliens were out there.,なんか、外界人とかいるんじゃないかなって思って生きてきたんだよね。,Tutorial_cg1
100010,100011,시드,10201,0,난 외계인이 아니야.,I'm not an alien.,僕は外界人じゃない。,Tutorial_cg1
100011,100012,에스트,10101,0,어…음…그렇구나. 귀여우니까 이해해 볼게! ,"Uh... okay. You're cute, so I'll let it slide.",あ…うーん…そうなんだ。可愛いから、納得してあげる！,Tutorial_cg1
100012,100013,에스트,10101,0,넌 이름이 뭐야?,What's your name?,君の名前は？,Tutorial_cg1
100013,100014,시드,10201,0,난 시드야.,I'm Seed.,僕はシード。,Tutorial_cg1
100014,100015,시드,10201,0,정원의 관리자를 맡고 있어.,I'm the guardian of the garden.,庭園の管理を任されているんだ。,Tutorial_cg1
100015,0,에스트,10101,0,정원? 이 큰 나무 말이야?,Garden? You mean this giant tree?,庭園？ この大きな木のこと？,Tutorial_cg1
100016,100017,시드,10201,0,맞아. 이제 넌 우리의 정원 관리를 도와야 해.,"Exactly. And now, you're going to help us manage it.",そうだよ。これからは君が僕たちの庭園管理を手伝ってくれる番だね。,Tutorial_cg1
100017,100018,에스트,10101,0,엥? 내가? 왜?,Huh? Me? Why?,え？ 僕が？ どうして？,Tutorial_cg1
100018,100019,시드,10201,0,행복나무가 널 데려왔으니까.,Because the Tree of Happiness brought you here.,「幸せの木」が君を連れてきたからだよ。,Tutorial_cg1
100019,100020,에스트,10101,0,이 큰 나무 이름이 행복나무야?,So this huge tree is the Tree of Happiness?,この大きな木の名前が「幸せの木」なの？,Tutorial_cg1
100020,100021,시드,10201,0,아니.,No.,ううん。,Tutorial_cg1
